$resolve_constraint	YES	YES	0.2
$set_priorities_of_tableEntryListIR	YES	YES	63.7
$set_priorities_of_tableEntryListIR_prime	YES	YES	43.7
$set_priority_of_tableEntryIR	YES	YES	0.1
$starts_with	YES	YES	1.5
$strip_prefix_rec	YES	YES	1.7
$strip_suffix_rec	YES	YES	5.5
$tableCustomName	YES	YES	0.1
$tableEntryPriorityOptIR_of_tableEntryIR	YES	YES	0.1
$type_of_externMethodPrototypeIR	YES	YES	0.1
$type_of_typedExpressionIR	YES	YES	0.1
$type_of_typedLvalueIR	YES	YES	0.1
$typedLvalueIR_as_typedExpressionIR	YES	YES	0.2
$un_bnot	YES	YES	14.1
$un_lnot	YES	YES	0.1
$un_minus	YES	YES	37.5
$un_op	YES	YES	47.9
$un_plus	YES	YES	0.2
$width_of_integerTypeIR	YES	YES	0.2
$write_bits_from_value	TIMEOUT	TIMEOUT	>1800
$write_value_field_from_bits_prime	YES (normalized)	YES	244.1
$write_value_fields_from_bits_prime	YES (normalized)	YES	243.9
$write_value_from_bits	YES (normalized)	YES	253.0
$write_value_from_bits_prime	YES (normalized)	YES	244.0
$write_values_from_bits_prime	YES (normalized)	YES	242.8
