$flatten_externConstructorOrMethodPrototypeList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$flatten_objectDeclarationList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$flatten_parserLocalDeclarationList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$flatten_parserStatementList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$flatten_prefixedNameIR	YES	eqs=4 rules=4 u=0 k=0 vars=4 owise=0	0.5
$flatten_selectCaseList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$flatten_switchCaseList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.5
$flatten_tableActionList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$flatten_tableEntryList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$flatten_tableKeyList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.5
$flatten_tablePropertyList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.5
$flatten_typeFieldList	YES	eqs=4 rules=4 u=0 k=0 vars=5 owise=0	0.4
$forall_	YES	eqs=4 rules=4 u=0 k=0 vars=3 owise=0	0.5
$is_concrete_extern_object_prime_prime	YES	eqs=4 rules=7 u=3 k=3 vars=11 owise=0	0.5
$is_default_parameterIR	YES	eqs=4 rules=5 u=1 k=1 vars=11 owise=0	0.5
$is_lpm_key	YES	eqs=4 rules=5 u=1 k=1 vars=5 owise=0	0.5
$join_flow	YES	eqs=4 rules=4 u=0 k=0 vars=0 owise=0	0.4
$add_action_tbl	YES	eqs=5 rules=5 u=0 k=0 vars=13 owise=0	0.5
$add_key_tbl	YES	eqs=5 rules=5 u=0 k=0 vars=12 owise=0	0.5
$callableId_of_externConstructorPrototypeIR	YES	eqs=5 rules=7 u=2 k=2 vars=12 owise=0	0.5
$codom_map	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_callableId_callableDef	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_callableId_callableTypeDefIR	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_callableId_constructorTypeDefIR	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_id_value	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_id_varTypeIR	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_nameIR_parserStateIR	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_typeId_infer	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$dom_map_typeId_typeDefIR	YES	eqs=5 rules=7 u=2 k=2 vars=6 owise=0	0.5
$enter_path_i	YES	eqs=5 rules=5 u=0 k=0 vars=10 owise=0	0.5
$flatten_p4program	YES	eqs=5 rules=5 u=0 k=0 vars=5 owise=0	0.4
$callableId_of_externMethodPrototypeIR	YES	eqs=6 rules=8 u=2 k=2 vars=14 owise=0	0.5
$is_tableActionsProperty	YES	eqs=6 rules=9 u=3 k=3 vars=7 owise=0	0.4
$is_tableKeysProperty	YES	eqs=6 rules=9 u=3 k=3 vars=7 owise=0	0.4
$tableCustomName	YES	eqs=6 rules=6 u=0 k=0 vars=1 owise=0	0.5
$enter_i	YES	eqs=7 rules=7 u=0 k=0 vars=6 owise=0	0.4
$enter_t	YES	eqs=7 rules=7 u=0 k=0 vars=5 owise=0	0.5
$exit_i	YES	eqs=7 rules=10 u=3 k=3 vars=11 owise=0	0.5
$exit_t	YES	eqs=7 rules=10 u=3 k=3 vars=10 owise=0	0.5
$requires_priority_prime	YES	eqs=7 rules=8 u=1 k=1 vars=3 owise=0	0.6
$requires_priority	YES	eqs=8 rules=9 u=1 k=1 vars=6 owise=0	0.6
$typedLvalueIR_as_typedExpressionIR	YES	eqs=8 rules=20 u=12 k=12 vars=15 owise=0	0.6
$empty_typingContext	YES	eqs=9 rules=9 u=0 k=0 vars=0 owise=0	0.5
$join_ctk	YES	eqs=9 rules=9 u=0 k=0 vars=0 owise=0	0.4
$resolve_constraint	YES	eqs=9 rules=12 u=3 k=3 vars=11 owise=0	0.5
$name	YES	eqs=10 rules=10 u=0 k=0 vars=1 owise=0	0.5
$width_of_integerTypeIR	YES	eqs=10 rules=13 u=3 k=3 vars=2 owise=0	0.5
$objectId_ends_with	YES	eqs=11 rules=15 u=4 k=4 vars=10 owise=0	0.5
$un_plus	YES	eqs=11 rules=13 u=2 k=2 vars=4 owise=0	0.5
$prefixedTypeName	YES	eqs=12 rules=12 u=0 k=0 vars=3 owise=0	0.5
$assignop_as_binop	YES	eqs=13 rules=13 u=0 k=0 vars=0 owise=0	0.4
$empty_instContext	YES	eqs=13 rules=13 u=0 k=0 vars=0 owise=0	0.4
$flatten_nameList	YES	eqs=13 rules=13 u=0 k=0 vars=7 owise=0	0.4
$flatten_typeParameterList	YES	eqs=13 rules=13 u=0 k=0 vars=7 owise=0	0.5
$inherit_i	YES	eqs=13 rules=13 u=0 k=0 vars=6 owise=0	0.5
$join_text	YES	eqs=13 rules=17 u=4 k=4 vars=10 owise=0	0.5
$flatten_typeParameterListOpt	YES	eqs=15 rules=15 u=0 k=0 vars=7 owise=0	0.5
$is_tableDefaultActionProperty	YES	eqs=16 rules=20 u=4 k=4 vars=13 owise=0	0.6
$prefixedNonTypeName	YES	eqs=19 rules=19 u=0 k=0 vars=3 owise=0	0.5
$optional_annotation_of_parameterIR_prime_prime	YES	eqs=20 rules=24 u=4 k=4 vars=7 owise=0	0.6
$lvalue_as_expression	TIMEOUT	eqs=22 rules=27 u=5 k=5 vars=13 owise=0	20.5
$joins_ctk	TIMEOUT	eqs=36 rules=44 u=8 k=8 vars=14 owise=0	20.6
$update_fieldValue	YES	eqs=40 rules=42 u=2 k=2 vars=11 owise=0	0.8
$in_set_nameIR	YES	eqs=42 rules=42 u=0 k=0 vars=8 owise=0	0.5
$in_set_id	YES	eqs=43 rules=43 u=0 k=0 vars=8 owise=0	0.5
$in_set_typeId	YES	eqs=43 rules=43 u=0 k=0 vars=8 owise=0	0.5
$find_action_prime	TIMEOUT	eqs=44 rules=47 u=3 k=3 vars=16 owise=0	20.6
$find_non_overloadeds_callableDef	TIMEOUT	eqs=44 rules=49 u=5 k=5 vars=19 owise=0	21.0
$find_non_overloadeds_callableTypeDefIR	TIMEOUT	eqs=44 rules=49 u=5 k=5 vars=19 owise=0	21.0
$find_non_overloadeds_externMethodTypeDefIR	TIMEOUT	eqs=44 rules=49 u=5 k=5 vars=19 owise=0	21.0
$partition_parameterListIR	YES	eqs=45 rules=55 u=10 k=10 vars=20 owise=0	0.6
$find_action	TIMEOUT	eqs=46 rules=49 u=3 k=3 vars=21 owise=0	20.9
$find_typeDef_i	YES	eqs=46 rules=48 u=2 k=2 vars=18 owise=0	0.5
$add_store	YES	eqs=47 rules=50 u=3 k=3 vars=20 owise=0	1.0
$add_typeDef_i	YES	eqs=47 rules=50 u=3 k=3 vars=20 owise=0	1.0
$find_store	YES	eqs=49 rules=54 u=5 k=5 vars=19 owise=0	0.6
$in_set_callableId	YES	eqs=49 rules=49 u=0 k=0 vars=16 owise=0	0.5
$merge_frames	YES	eqs=49 rules=53 u=4 k=4 vars=22 owise=0	1.1
$starts_with	YES	eqs=50 rules=53 u=3 k=3 vars=10 owise=0	0.5
$add_type_i	YES	eqs=52 rules=56 u=4 k=4 vars=21 owise=0	1.1
$add_constructorDef_i	YES	eqs=53 rules=56 u=3 k=3 vars=26 owise=0	1.3
$extend_map_typeId_typeIR	YES	eqs=53 rules=58 u=5 k=5 vars=28 owise=0	1.0
$instantiable_package	YES	eqs=53 rules=54 u=1 k=1 vars=13 owise=0	0.5
$instantiable_table	YES	eqs=53 rules=54 u=1 k=1 vars=13 owise=0	0.5
$split_dataplane_parameters	TIMEOUT	eqs=53 rules=59 u=6 k=6 vars=15 owise=0	20.9
$strip_prefix_rec	TIMEOUT	eqs=53 rules=59 u=6 k=6 vars=11 owise=0	20.9
$add_types_i	TIMEOUT	eqs=54 rules=59 u=5 k=5 vars=26 owise=0	20.9
$directionless_trailing_prime	TIMEOUT	eqs=54 rules=57 u=3 k=3 vars=10 owise=0	21.1
$add_constructorDefs_i	TIMEOUT	eqs=55 rules=60 u=5 k=5 vars=32 owise=0	20.9
$callable_externAbstractMethod	YES	eqs=55 rules=56 u=1 k=1 vars=12 owise=0	0.5
$callable_externMethod	YES	eqs=55 rules=56 u=1 k=1 vars=12 owise=0	0.5
$add_parserState_i	YES	eqs=56 rules=62 u=6 k=6 vars=28 owise=0	1.0
$directionless_trailing	TIMEOUT	eqs=58 rules=61 u=3 k=3 vars=11 owise=0	20.8
$bound	TIMEOUT	eqs=60 rules=66 u=6 k=6 vars=21 owise=0	21.0
$find_typeDef_t	YES	eqs=60 rules=74 u=14 k=14 vars=25 owise=0	0.7
$find_var_i	YES	eqs=60 rules=76 u=16 k=16 vars=21 owise=0	0.7
$find_var_t	YES	eqs=60 rules=76 u=16 k=16 vars=27 owise=0	0.7
$find_var_value_t	YES	eqs=61 rules=82 u=21 k=21 vars=33 owise=0	0.7
$add_constructorDef_t	YES	eqs=63 rules=71 u=8 k=8 vars=36 owise=0	1.2
$find_non_overloaded_callableDef	TIMEOUT	eqs=63 rules=74 u=11 k=11 vars=29 owise=0	20.8
$find_non_overloaded_callableTypeDefIR	TIMEOUT	eqs=63 rules=74 u=11 k=11 vars=29 owise=0	21.0
$find_non_overloaded_externMethodTypeDefIR	TIMEOUT	eqs=63 rules=74 u=11 k=11 vars=29 owise=0	20.9
$add_constructorDefs_t	TIMEOUT	eqs=65 rules=75 u=10 k=10 vars=42 owise=0	20.8
$add_constructorDef_non_overload_t	YES	eqs=67 rules=79 u=12 k=12 vars=42 owise=0	1.3
$add_typeDef_t	YES	eqs=67 rules=83 u=16 k=16 vars=34 owise=0	1.2
$add_callableDef_overload_i	YES	eqs=68 rules=76 u=8 k=8 vars=35 owise=0	1.3
$add_callableDef_overload_t	YES	eqs=68 rules=80 u=12 k=12 vars=38 owise=0	1.3
$add_typeDefs_t	TIMEOUT	eqs=69 rules=87 u=18 k=18 vars=40 owise=0	20.8
$add_var_i	YES	eqs=69 rules=82 u=13 k=13 vars=33 owise=0	1.1
ConstDecl_inst	YES	eqs=70 rules=84 u=14 k=14 vars=38 owise=0	1.2
$add_vars_i	TIMEOUT	eqs=71 rules=86 u=15 k=15 vars=39 owise=0	20.7
$add_callableDef_non_overload_i	YES	eqs=72 rules=88 u=16 k=16 vars=43 owise=0	1.3
$add_callableDef_non_overload_t	YES	eqs=72 rules=92 u=20 k=20 vars=46 owise=0	1.4
$add_typeParameters_t	TIMEOUT	eqs=72 rules=90 u=18 k=18 vars=42 owise=0	20.7
$find_callableDef_non_overloaded_t	TIMEOUT	eqs=74 rules=89 u=15 k=15 vars=36 owise=0	20.8
$find_callableDef_non_overload_i	TIMEOUT	eqs=75 rules=94 u=19 k=19 vars=36 owise=0	20.7
FuncDecl_inst	YES	eqs=75 rules=88 u=13 k=13 vars=56 owise=0	1.3
ExternMethod_inst	YES	eqs=76 rules=90 u=14 k=14 vars=56 owise=0	1.3
$init_	TIMEOUT	eqs=77 rules=79 u=2 k=2 vars=8 owise=0	21.3
ActionDecl_inst	YES	eqs=77 rules=97 u=20 k=20 vars=59 owise=0	1.4
ExternMethods_inst	TIMEOUT	eqs=78 rules=94 u=16 k=16 vars=60 owise=0	20.8
$repeat__value	TIMEOUT	eqs=79 rules=81 u=2 k=2 vars=9 owise=0	21.8
$fresh_typeIds	TIMEOUT	eqs=80 rules=84 u=4 k=4 vars=13 owise=0	21.4
$isValid_header	YES	eqs=80 rules=81 u=1 k=1 vars=11 owise=0	0.5
$invalidate_headerUnion	TIMEOUT	eqs=87 rules=91 u=4 k=4 vars=22 owise=0	20.8
$invalidate_value	TIMEOUT	eqs=87 rules=91 u=4 k=4 vars=22 owise=0	20.7
$ends_with	YES	eqs=88 rules=92 u=4 k=4 vars=11 owise=0	0.6
$strip_suffix_rec	TIMEOUT	eqs=91 rules=98 u=7 k=7 vars=13 owise=0	20.7
SwitchLabel_table_ok	YES	eqs=100 rules=180 u=80 k=80 vars=55 owise=0	2.0
TypeParameterListOpt_ok	TIMEOUT	eqs=100 rules=122 u=22 k=22 vars=54 owise=0	21.2
$write_bits_from_value	TIMEOUT	eqs=103 rules=115 u=12 k=12 vars=34 owise=0	25.1
$contains_prime	TIMEOUT	eqs=104 rules=109 u=5 k=5 vars=13 owise=0	21.3
$contains	TIMEOUT	eqs=107 rules=112 u=5 k=5 vars=13 owise=0	20.9
$replace_text_except_prime	TIMEOUT	eqs=108 rules=111 u=3 k=3 vars=18 owise=0	20.8
$replace_text_prime	TIMEOUT	eqs=108 rules=111 u=3 k=3 vars=18 owise=0	20.5
$bin_mod	YES	eqs=109 rules=109 u=0 k=0 vars=8 owise=0	0.6
$replace_text	TIMEOUT	eqs=111 rules=114 u=3 k=3 vars=18 owise=0	21.0
$replace_text_except	TIMEOUT	eqs=111 rules=114 u=3 k=3 vars=18 owise=0	21.1
$bin_div	YES	eqs=113 rules=113 u=0 k=0 vars=8 owise=0	0.7
$modulo	YES	eqs=125 rules=126 u=1 k=1 vars=10 owise=0	0.7
$modulo_42	YES	eqs=128 rules=132 u=4 k=4 vars=13 owise=0	0.8
$un_bnot	TIMEOUT	eqs=139 rules=142 u=3 k=3 vars=12 owise=0	21.1
$update_headerUnion	TIMEOUT	eqs=147 rules=151 u=4 k=4 vars=19 owise=0	20.8
$bin_eq	TIMEOUT	eqs=159 rules=191 u=32 k=32 vars=65 owise=0	21.9
$bin_ne	TIMEOUT	eqs=162 rules=194 u=32 k=32 vars=67 owise=0	22.8
$tableEntry_lpm_prefix_prime	TIMEOUT	eqs=170 rules=185 u=15 k=15 vars=17 owise=0	20.8
$tableEntry_lpm_prefix	TIMEOUT	eqs=171 rules=186 u=15 k=15 vars=18 owise=0	21.1
$bin_ge	TIMEOUT	eqs=183 rules=203 u=20 k=20 vars=18 owise=0	21.5
$bin_le	TIMEOUT	eqs=183 rules=203 u=20 k=20 vars=18 owise=0	21.5
$bin_gt	TIMEOUT	eqs=184 rules=204 u=20 k=20 vars=18 owise=0	21.5
$bin_lt	TIMEOUT	eqs=184 rules=204 u=20 k=20 vars=18 owise=0	21.4
$int_of_integerValue	TIMEOUT	eqs=184 rules=200 u=16 k=16 vars=17 owise=0	21.2
$nat_of_integerValue	TIMEOUT	eqs=187 rules=207 u=20 k=20 vars=20 owise=0	21.0
$bin_minus	TIMEOUT	eqs=193 rules=225 u=32 k=32 vars=23 owise=0	21.3
$bin_mul	TIMEOUT	eqs=193 rules=225 u=32 k=32 vars=23 owise=0	21.4
$bin_plus	TIMEOUT	eqs=193 rules=225 u=32 k=32 vars=23 owise=0	21.5
$un_minus	TIMEOUT	eqs=197 rules=223 u=26 k=26 vars=18 owise=0	21.3
$bin_bxor	TIMEOUT	eqs=199 rules=235 u=36 k=36 vars=26 owise=0	21.9
$bin_concat	TIMEOUT	eqs=200 rules=248 u=48 k=48 vars=39 owise=0	21.4
$set_priorities_of_tableEntryListIR_prime	TIMEOUT	eqs=200 rules=236 u=36 k=36 vars=49 owise=0	21.2
$bin_satminus	TIMEOUT	eqs=201 rules=247 u=46 k=46 vars=34 owise=0	21.6
$bin_satplus	TIMEOUT	eqs=201 rules=248 u=47 k=47 vars=34 owise=0	21.5
$bin_shl	TIMEOUT	eqs=201 rules=244 u=43 k=43 vars=30 owise=0	21.3
$bin_band	TIMEOUT	eqs=202 rules=244 u=42 k=42 vars=30 owise=0	21.3
$bin_bor	TIMEOUT	eqs=202 rules=244 u=42 k=42 vars=30 owise=0	21.2
$name_annotationToken	TIMEOUT	eqs=209 rules=213 u=4 k=4 vars=11 owise=0	21.5
$un_op	TIMEOUT	eqs=209 rules=240 u=31 k=31 vars=24 owise=0	21.6
$bin_shr	TIMEOUT	eqs=215 rules=287 u=72 k=72 vars=49 owise=0	22.8
$set_priorities_of_tableEntryListIR	TIMEOUT	eqs=226 rules=297 u=71 k=71 vars=73 owise=0	21.5
$name_annotation_opt	TIMEOUT	eqs=256 rules=268 u=12 k=12 vars=21 owise=0	21.4
$write_value_field_from_bits_prime	TIMEOUT	eqs=271 rules=312 u=41 k=41 vars=56 owise=0	21.5
$write_value_fields_from_bits_prime	TIMEOUT	eqs=271 rules=312 u=41 k=41 vars=56 owise=0	21.5
$write_value_from_bits_prime	TIMEOUT	eqs=271 rules=312 u=41 k=41 vars=56 owise=0	21.4
$write_values_from_bits_prime	TIMEOUT	eqs=271 rules=312 u=41 k=41 vars=56 owise=0	21.4
$write_value_from_bits	TIMEOUT	eqs=274 rules=317 u=43 k=43 vars=57 owise=0	21.5
